drug_row,drug_col,cell_line_name,drug_row_cid,drug_col_cid,synergy_zip,synergy_bliss,synergy_loewe,synergy_hsa,S,label
LETROZOLE,ERLOTINIB HYDROCHLORIDE,MCF7,3902,176871,1.864722519,1.334678175,2.276452912,-0.176384586,0.035,NA
MEGESTROL ACETATE,ERLOTINIB HYDROCHLORIDE,MCF7,11683,176871,3.60245998,-4.742834141,-26.96093474,-15.6958317,-5.173,NA
METHOXSALEN,ERLOTINIB HYDROCHLORIDE,MCF7,4114,176871,1.359435151,0.944018594,-0.52297547,-0.393615429,2.3475,NA
MITOTANE,ERLOTINIB HYDROCHLORIDE,MCF7,4211,176871,-0.73023567,-3.835167392,-4.265667864,-4.137466022,-8.141,antagonism
NILOTINIB,ERLOTINIB HYDROCHLORIDE,MCF7,644241,176871,2.523475701,3.631470913,0.431534996,0.061269565,3.1785,synergy
PAZOPANIB HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,MCF7,11525740,176871,2.422179518,5.203033889,-5.825553786,2.304279408,6.6255,NA
PROCARBAZINE HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,MCF7,9703,176871,0.508966686,1.321005538,0.242106307,0.407338987,2.393,synergy
RUXOLITINIB,ERLOTINIB HYDROCHLORIDE,MCF7,25126798,176871,1.336595795,6.951186009,3.572242255,5.811612542,8.6455,synergy
TEMOZOLOMIDE,ERLOTINIB HYDROCHLORIDE,MCF7,5394,176871,0.063028835,-1.354301448,-6.106520404,-4.558887259,-0.2695,NA
THALIDOMIDE,ERLOTINIB HYDROCHLORIDE,MCF7,5426,176871,0.071574387,-2.798966223,-3.36413253,-4.223861597,-0.366,NA
THIOTEPA,ERLOTINIB HYDROCHLORIDE,MCF7,5453,176871,-4.243985634,-4.806426346,-3.704884308,-3.529101989,-4.463,antagonism
TOPOTECAN HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,MCF7,60699,176871,-2.117234833,1.368679047,-4.567896354,0.554005654,13.779,NA
TRETINOIN,ERLOTINIB HYDROCHLORIDE,MCF7,444795,176871,-3.14768115,1.884077356,1.430160784,1.766168098,1.7135,NA
VEMURAFENIB,ERLOTINIB HYDROCHLORIDE,MCF7,42611257,176871,-0.014561798,3.448810232,-4.316013439,2.140946075,3.9935,NA
ZOLINZA,ERLOTINIB HYDROCHLORIDE,MCF7,5311,176871,-3.240845388,0.429633401,-13.34447326,-3.658277144,2.2215,NA
5-FLUORO-2'-DEOXYURIDINE,IFOSFAMIDE,MCF7,3363,3690,-7.419969565,-0.287981983,-24.03413264,-0.702440341,0.4175,antagonism
5-FU,IFOSFAMIDE,MCF7,3385,3690,2.46713925,0.426797556,-9.798431344,0.307448548,-4.3095,NA
ALLOPURINOL,IFOSFAMIDE,MCF7,2094,3690,0.391155813,2.905867476,0.72211228,0.641723778,9.3265,synergy
ALTRETAMINE,IFOSFAMIDE,MCF7,2123,3690,1.537382311,-5.652309097,-8.653713441,-9.027220592,-7.4155,NA
ANASTROZOLE,IFOSFAMIDE,MCF7,2187,3690,0.00136051,-3.826340306,-2.179641292,-2.425490102,-2.8535,NA
AXITINIB,IFOSFAMIDE,MCF7,6450551,3690,1.098837636,3.087769968,-2.075979513,2.370922646,3.3155,NA
BUSULFAN,IFOSFAMIDE,MCF7,2478,3690,-3.181915125,-1.505686304,-0.778228405,-0.007966243,-3.2745,antagonism
CELECOXIB,IFOSFAMIDE,MCF7,2662,3690,0.265169155,-1.727229317,-0.298913498,-2.514472844,-2.7235,NA
CHEMBL277800,IFOSFAMIDE,MCF7,354624,3690,2.692581176,2.938968191,-2.699043506,-2.155554122,2.3115,NA
CHLORAMBUCIL,IFOSFAMIDE,MCF7,2708,3690,-9.16026152,-7.995727971,-18.77139584,-8.138218119,-5.8255,antagonism
CRIZOTINIB,IFOSFAMIDE,MCF7,11626560,3690,-2.175949088,2.278630017,-7.67203656,0.985070964,-1.5125,NA
DASATINIB,IFOSFAMIDE,MCF7,3062316,3690,0.396030635,-0.101669167,1.582126212,0.196392078,0.4045,NA
DEXRAZOXANE,IFOSFAMIDE,MCF7,71384,3690,-4.749218554,-7.361742646,-17.80828996,-7.513466582,-7.521,antagonism
EXEMESTANE,IFOSFAMIDE,MCF7,60198,3690,-3.087989461,-3.221236389,-16.94586551,-4.498139334,0.852,antagonism
GEFITINIB,IFOSFAMIDE,MCF7,123631,3690,-3.525391759,-4.643459878,-18.73195998,-4.804662563,-1.1855,antagonism
LAPATINIB,IFOSFAMIDE,MCF7,208908,3690,-0.459716784,-1.9756234,-2.415267028,-2.991356011,-1.763,antagonism
LENALIDOMIDE,IFOSFAMIDE,MCF7,216326,3690,-0.397763183,-5.597507179,-4.849318899,-5.766551452,-7.674,antagonism
LETROZOLE,IFOSFAMIDE,MCF7,3902,3690,-0.126392919,-2.778405375,-1.38627572,-2.768917233,-2.89,antagonism
MEGESTROL ACETATE,IFOSFAMIDE,MCF7,11683,3690,4.347161205,-6.717844303,-17.47381945,-17.80455393,-5.144,NA
METHOXSALEN,IFOSFAMIDE,MCF7,4114,3690,1.663747927,-0.617814703,-1.375654793,-3.35120248,-3.534,NA
MITOTANE,IFOSFAMIDE,MCF7,4211,3690,2.769390204,3.073629652,0.155720826,-0.46999837,1.22,NA
NILOTINIB,IFOSFAMIDE,MCF7,644241,3690,0.51009001,-3.968309286,-5.57941299,-6.154532246,-5.456,NA
PAZOPANIB HYDROCHLORIDE,IFOSFAMIDE,MCF7,11525740,3690,1.931390451,-2.032300903,-4.600472055,-4.966442814,0.9075,NA
PROCARBAZINE HYDROCHLORIDE,IFOSFAMIDE,MCF7,9703,3690,2.14533478,-0.018908408,-1.249278258,-3.820985854,-0.425,NA
RUXOLITINIB,IFOSFAMIDE,MCF7,25126798,3690,0.965420546,2.503938544,-0.290381716,0.965279209,2.078,NA
TEMOZOLOMIDE,IFOSFAMIDE,MCF7,5394,3690,2.851910955,4.582675798,-1.766225422,-1.605800367,4.39,NA
THALIDOMIDE,IFOSFAMIDE,MCF7,5426,3690,4.149452424,2.799898614,-3.434395506,-3.818977,5.7145,NA
THIOTEPA,IFOSFAMIDE,MCF7,5453,3690,-5.475911723,-6.300133418,-13.12886746,-6.733550889,-9.9455,antagonism
TRETINOIN,IFOSFAMIDE,MCF7,444795,3690,-3.345018211,3.736387109,-8.320760586,1.464255979,3.199,NA
VEMURAFENIB,IFOSFAMIDE,MCF7,42611257,3690,0.63596569,3.60394305,2.200035948,2.204779171,5.1065,synergy
ZOLINZA,IFOSFAMIDE,MCF7,5311,3690,-1.707461583,-0.260115376,-6.537877393,-1.909433319,5.322,antagonism
5-FLUORO-2'-DEOXYURIDINE,IMIQUIMOD,MCF7,3363,57469,-7.052068198,-1.408839803,-5.296206926,-2.203551722,-3.558,antagonism
5-FU,IMIQUIMOD,MCF7,3385,57469,5.143168721,3.53749194,1.342493112,1.967892992,-1.7455,synergy
ALLOPURINOL,IMIQUIMOD,MCF7,2094,57469,0.450798696,-1.122253676,-3.335650626,-3.229276495,2.6865,NA
ALTRETAMINE,IMIQUIMOD,MCF7,2123,57469,2.456270625,-0.653483993,-4.346095149,-4.268802372,-2.548,NA
ANASTROZOLE,IMIQUIMOD,MCF7,2187,57469,2.039389603,1.728914361,-1.039503858,-1.700928914,1.23,NA
AXITINIB,IMIQUIMOD,MCF7,6450551,57469,-0.09863204,1.787163795,-3.411299281,-0.4680118,0.6325,NA
BUSULFAN,IMIQUIMOD,MCF7,2478,57469,0.087192845,1.750691558,-0.170856272,-1.138306,7.6565,NA
CELECOXIB,IMIQUIMOD,MCF7,2662,57469,2.057006369,-0.422560391,-3.306503619,-4.399734022,-1.856,NA
CHEMBL277800,IMIQUIMOD,MCF7,354624,57469,2.912545951,0.897682213,0.114155519,-2.230387581,2.464,NA
CHLORAMBUCIL,IMIQUIMOD,MCF7,2708,57469,-5.650125074,-3.975615596,-6.082118679,-5.849551452,6.31,antagonism
CRIZOTINIB,IMIQUIMOD,MCF7,11626560,57469,-1.289009566,-1.411373048,-9.505014436,-3.923445656,-4.856,antagonism
DASATINIB,IMIQUIMOD,MCF7,3062316,57469,2.926450578,2.384926858,-0.193333813,0.305167949,2.685,NA
DEXRAZOXANE,IMIQUIMOD,MCF7,71384,57469,-3.28665256,1.31335038,-0.488614935,-0.682022138,3.126,NA
EXEMESTANE,IMIQUIMOD,MCF7,60198,57469,1.41105489,0.672002147,-1.170645941,-1.592695856,0.2735,NA
GEFITINIB,IMIQUIMOD,MCF7,123631,57469,-2.639792479,-0.211856273,-2.333410186,-2.331886667,7.7485,antagonism
IFOSFAMIDE,IMIQUIMOD,MCF7,3690,57469,1.49241984,1.293154341,-5.111716342,-2.329797975,2.8065,NA
LAPATINIB,IMIQUIMOD,MCF7,208908,57469,0.571898036,-0.297525572,-1.747074558,-2.042569913,0.114,NA
LENALIDOMIDE,IMIQUIMOD,MCF7,216326,57469,-0.167233835,1.171383648,-0.213640995,-1.051774136,4.954,NA
LETROZOLE,IMIQUIMOD,MCF7,3902,57469,2.835400537,3.606939755,0.395311048,-0.053151156,2.447,NA
MEGESTROL ACETATE,IMIQUIMOD,MCF7,11683,57469,6.163388685,5.996373823,-5.333015833,-5.325553925,8.301,NA
METHOXSALEN,IMIQUIMOD,MCF7,4114,57469,2.453053497,2.228722548,-0.203539784,-1.2844887,2.3675,NA
MITOTANE,IMIQUIMOD,MCF7,4211,57469,1.189323765,-2.11723251,0.416647147,-3.995401811,-1.556,NA
NILOTINIB,IMIQUIMOD,MCF7,644241,57469,2.270490018,2.317716931,-0.082141206,0.45532123,2.2425,NA
PAZOPANIB HYDROCHLORIDE,IMIQUIMOD,MCF7,11525740,57469,2.678655388,-1.279050216,-3.646364356,-4.407977633,-3.4625,NA
PROCARBAZINE HYDROCHLORIDE,IMIQUIMOD,MCF7,9703,57469,0.645326336,1.39787374,0.837683939,0.015348522,0.656,synergy
RUXOLITINIB,IMIQUIMOD,MCF7,25126798,57469,1.184327374,-1.539013836,-4.328759945,-4.025341778,0.5015,NA
TEMOZOLOMIDE,IMIQUIMOD,MCF7,5394,57469,0.882784858,1.151711063,1.193851158,-1.468606808,0.843,NA
THALIDOMIDE,IMIQUIMOD,MCF7,5426,57469,3.878720813,4.24250997,-0.081778921,-1.088887302,3.323,NA
THIOTEPA,IMIQUIMOD,MCF7,5453,57469,-3.088696135,-2.291391101,-3.738915659,-3.728057178,-3.302,antagonism
TRETINOIN,IMIQUIMOD,MCF7,444795,57469,-2.216556177,1.676066918,0.130405104,0.485277659,2.8655,NA
VEMURAFENIB,IMIQUIMOD,MCF7,42611257,57469,2.117300624,-0.312748485,-3.075229354,-2.828778011,0.6425,NA
ZOLINZA,IMIQUIMOD,MCF7,5311,57469,-4.220762902,-2.661777108,-6.512521124,-4.597966243,-12.033,antagonism
5-FLUORO-2'-DEOXYURIDINE,LAPATINIB,MCF7,3363,208908,-3.607105151,1.672503776,0.900049786,1.88534327,3.982,NA
5-FU,LAPATINIB,MCF7,3385,208908,6.266623407,5.884656599,3.931186747,5.414004104,1.353,synergy
ALTRETAMINE,LAPATINIB,MCF7,2123,208908,1.885374732,5.450869068,-1.208722269,1.272393378,5.715,NA
AXITINIB,LAPATINIB,MCF7,6450551,208908,-0.569460059,1.819561333,-1.630483121,-0.222819175,-1.042,NA
CELECOXIB,LAPATINIB,MCF7,2662,208908,-0.933714165,-0.442413473,-5.28315349,-0.816632673,1.109,antagonism
CHEMBL277800,LAPATINIB,MCF7,354624,208908,0.232932455,2.469113599,2.609183631,2.185616964,7.0535,synergy
CHLORAMBUCIL,LAPATINIB,MCF7,2708,208908,3.52350356,3.34591362,1.77187494,2.277482424,12.8435,synergy
CRIZOTINIB,LAPATINIB,MCF7,11626560,208908,-2.437341533,3.60686664,-2.047551625,1.185081699,-1.1175,NA
DASATINIB,LAPATINIB,MCF7,3062316,208908,-0.82351434,2.218214828,0.551406274,0.708749878,4.455,NA
DEXRAZOXANE,LAPATINIB,MCF7,71384,208908,-5.249828614,-1.452476977,-3.761726273,-2.922678749,-2.485,antagonism
EXEMESTANE,LAPATINIB,MCF7,60198,208908,1.657546542,2.532543655,-0.873869184,0.53980178,4.572,NA
GEFITINIB,LAPATINIB,MCF7,123631,208908,-3.771326464,3.060484237,1.698864988,2.071180825,10.1645,NA
LENALIDOMIDE,LAPATINIB,MCF7,216326,208908,-1.369894704,4.279296409,2.30243538,2.78737155,3.749,NA
LETROZOLE,LAPATINIB,MCF7,3902,208908,-1.302001007,3.579499917,2.440842362,2.796527456,7.2425,NA
MEGESTROL ACETATE,LAPATINIB,MCF7,11683,208908,4.497258616,5.422523004,-9.048446363,-5.721165036,7.137,NA
NILOTINIB,LAPATINIB,MCF7,644241,208908,0.628342866,3.613025323,-4.581618712,-3.457776147,9.0145,NA
PAZOPANIB HYDROCHLORIDE,LAPATINIB,MCF7,11525740,208908,1.33816606,4.179056441,-3.76448897,0.346885701,-0.1505,NA
RUXOLITINIB,LAPATINIB,MCF7,25126798,208908,0.944359654,5.957222327,1.851863656,3.405659171,8.87,synergy
TEMOZOLOMIDE,LAPATINIB,MCF7,5394,208908,0.710010107,1.037038652,-15.46608141,-4.14775994,5.753,NA
THIOTEPA,LAPATINIB,MCF7,5453,208908,-2.688192596,1.395357371,-4.83393099,1.205432726,5.517,NA
TRETINOIN,LAPATINIB,MCF7,444795,208908,-4.463232334,0.359659649,-0.801660766,1.165344167,1.179,NA
VEMURAFENIB,LAPATINIB,MCF7,42611257,208908,1.088750796,3.300468892,-0.116051469,0.185716868,3.6415,NA
ZOLINZA,LAPATINIB,MCF7,5311,208908,-5.471007759,-3.166184273,-0.843976713,-0.049107008,5.7715,antagonism
5-FLUORO-2'-DEOXYURIDINE,METHOXSALEN,MCF7,3363,4114,-5.269674908,-0.039298298,-49.86946428,1.265337437,5.798,NA
5-FU,METHOXSALEN,MCF7,3385,4114,5.679742242,5.426687514,2.543060037,5.659892992,1.903,synergy
ALLOPURINOL,METHOXSALEN,MCF7,2094,4114,-1.387258214,1.138890989,0.110567639,0.255556878,-0.2535,NA
ALTRETAMINE,METHOXSALEN,MCF7,2123,4114,1.135980286,1.177062083,-1.843640269,-2.180442814,3.3455,NA
ANASTROZOLE,METHOXSALEN,MCF7,2187,4114,-0.595463522,-3.41965494,-4.566138269,-4.552220956,-7.1345,antagonism
AXITINIB,METHOXSALEN,MCF7,6450551,4114,-0.007967833,5.445861148,0.957339938,5.059589313,5.518,NA
BUSULFAN,METHOXSALEN,MCF7,2478,4114,-2.862435126,0.08939282,0.730628056,0.782833767,2.0075,NA
CELECOXIB,METHOXSALEN,MCF7,2662,4114,-1.889432911,-5.598279342,-2.848591878,-3.331139469,-6.618,antagonism
CHEMBL277800,METHOXSALEN,MCF7,354624,4114,0.704179998,0.396263289,-1.252592277,-1.998916912,2.9675,NA
CHLORAMBUCIL,METHOXSALEN,MCF7,2708,4114,-9.320693502,-2.665196457,-4.271420551,-2.386773674,0.6045,antagonism
CRIZOTINIB,METHOXSALEN,MCF7,11626560,4114,-0.573589659,1.605191336,-7.617374652,0.589445875,-4.2235,NA
DASATINIB,METHOXSALEN,MCF7,3062316,4114,-1.46744977,-2.653213023,-2.093916002,-2.079998689,-1.561,antagonism
DEXRAZOXANE,METHOXSALEN,MCF7,71384,4114,-3.200135502,3.365623559,2.512371498,3.662088973,-3.7275,NA
EXEMESTANE,METHOXSALEN,MCF7,60198,4114,0.267200114,2.888853708,3.133945878,1.852082889,-1.7455,synergy
GEFITINIB,METHOXSALEN,MCF7,123631,4114,-0.717806186,4.463461857,2.526547025,4.778448548,8.0645,NA
LAPATINIB,METHOXSALEN,MCF7,208908,4114,4.894135786,-0.592396432,-2.466398121,-2.375553925,-1.3555,NA
LENALIDOMIDE,METHOXSALEN,MCF7,216326,4114,2.725302603,6.447917335,7.616507666,6.778226326,5.9775,synergy
LETROZOLE,METHOXSALEN,MCF7,3902,4114,-0.805285718,-2.677333534,-3.989309391,-3.955554278,-4.951,antagonism
MEGESTROL ACETATE,METHOXSALEN,MCF7,11683,4114,4.049842504,-3.775581178,-14.46855301,-14.80510948,-3.077,NA
MITOTANE,METHOXSALEN,MCF7,4211,4114,-1.701901659,-3.440386282,-0.056796519,-1.972440222,-5.1345,antagonism
NILOTINIB,METHOXSALEN,MCF7,644241,4114,1.287350034,-2.621117893,-8.401659303,-8.346665333,-3.3205,NA
PAZOPANIB HYDROCHLORIDE,METHOXSALEN,MCF7,11525740,4114,3.260168346,7.5852325,4.951276577,4.666223853,4.7045,synergy
PROCARBAZINE HYDROCHLORIDE,METHOXSALEN,MCF7,9703,4114,-1.20870103,-3.060414686,-3.402822362,-2.733485841,-3.078,antagonism
RUXOLITINIB,METHOXSALEN,MCF7,25126798,4114,-0.110192836,3.802271391,1.488754082,2.434279209,8.7055,NA
TEMOZOLOMIDE,METHOXSALEN,MCF7,5394,4114,-0.62928181,-0.595102734,0.754561811,-1.034222142,-2.743,NA
THALIDOMIDE,METHOXSALEN,MCF7,5426,4114,-1.45166354,-1.448546989,-0.673466463,-1.472261427,-1.4525,antagonism
THIOTEPA,METHOXSALEN,MCF7,5453,4114,-4.133653436,-0.662226532,-2.323517138,0.524166548,-0.2085,NA
TRETINOIN,METHOXSALEN,MCF7,444795,4114,0.61097223,3.845822657,-0.961686769,3.592033022,1.505,NA
VEMURAFENIB,METHOXSALEN,MCF7,42611257,4114,0.941433778,4.929337424,3.893425699,3.612334964,7.2565,synergy
ZOLINZA,METHOXSALEN,MCF7,5311,4114,-3.355318706,-3.297989449,-6.609063856,-6.59160968,12.642,antagonism
5-FLUORO-2'-DEOXYURIDINE,MITOTANE,MCF7,3363,4211,2.960614786,5.485273567,-19.16600301,2.529811535,7.9905,NA
5-FU,MITOTANE,MCF7,3385,4211,8.109555432,5.921879378,0.677357646,6.426892992,-7.992,synergy
ALTRETAMINE,MITOTANE,MCF7,2123,4211,1.023146686,-1.17413562,-3.273659233,-4.518220592,-3.1775,NA
AXITINIB,MITOTANE,MCF7,6450551,4211,0.272411128,7.131442556,1.93444691,6.898414141,2.969,synergy
CELECOXIB,MITOTANE,MCF7,2662,4211,0.929094606,0.285998303,-3.421245464,-3.783021599,-3.661,NA
CHEMBL277800,MITOTANE,MCF7,354624,4211,1.507499912,0.955555957,-0.363353673,-1.285792414,-0.4505,NA
CHLORAMBUCIL,MITOTANE,MCF7,2708,4211,-5.412783408,-1.45381786,-5.715210385,-0.921389008,6.3765,antagonism
CRIZOTINIB,MITOTANE,MCF7,11626560,4211,-0.99593379,6.798420869,-2.347517514,5.813247474,5.75,NA
DASATINIB,MITOTANE,MCF7,3062316,4211,-1.178820387,-2.011902002,-8.115084421,-3.279077133,-1.323,antagonism
DEXRAZOXANE,MITOTANE,MCF7,71384,4211,-0.821123612,3.933528471,-1.992030754,4.553850544,16.1455,NA
EXEMESTANE,MITOTANE,MCF7,60198,4211,1.063845772,2.370830697,1.335454125,1.519194,8.281,synergy
GEFITINIB,MITOTANE,MCF7,123631,4211,0.431572393,2.769112988,-2.187251092,3.451226326,9.4225,NA
LAPATINIB,MITOTANE,MCF7,208908,4211,1.578770449,4.756462207,-2.842370123,-0.740498596,6.136,NA
LENALIDOMIDE,MITOTANE,MCF7,216326,4211,1.123605538,1.006598743,2.722754417,1.721892992,3.3055,synergy
LETROZOLE,MITOTANE,MCF7,3902,4211,-0.044372233,-2.889523092,-2.1496571,-4.249717919,-3.3515,antagonism
MEGESTROL ACETATE,MITOTANE,MCF7,11683,4211,5.469464523,1.916333869,-8.117359049,-9.069109481,5.153,NA
PAZOPANIB HYDROCHLORIDE,MITOTANE,MCF7,11525740,4211,4.894145878,10.02756524,7.919434837,7.120223853,9.241,synergy
RUXOLITINIB,MITOTANE,MCF7,25126798,4211,2.01853889,3.227470299,0.822574648,1.991056987,5.6575,synergy
TEMOZOLOMIDE,MITOTANE,MCF7,5394,4211,4.721494139,5.743912609,-5.185927013,-4.629998497,7.6395,NA
THIOTEPA,MITOTANE,MCF7,5453,4211,-0.417458338,4.223904985,-9.606214343,-0.49160968,2.665,NA
TRETINOIN,MITOTANE,MCF7,444795,4211,-1.092462196,3.014636766,-5.661690885,1.629811711,2.314,NA
VEMURAFENIB,MITOTANE,MCF7,42611257,4211,0.266691749,3.783295596,2.919931092,2.409556949,5.897,synergy
ZOLINZA,MITOTANE,MCF7,5311,4211,-1.377682443,-3.462221116,-0.920258597,-4.182440262,-4.2525,antagonism
5-FLUORO-2'-DEOXYURIDINE,NILOTINIB,MCF7,3363,644241,-4.116911982,1.856324723,-16.82689685,1.9320326,1.5185,NA
5-FU,NILOTINIB,MCF7,3385,644241,6.120868818,4.561868458,3.635262269,4.338004104,-2.565,synergy
ALTRETAMINE,NILOTINIB,MCF7,2123,644241,1.16502812,0.130795561,-4.314372251,-3.339694567,-2.012,NA
ANASTROZOLE,NILOTINIB,MCF7,2187,644241,3.686138152,-0.006767652,-2.770542238,-3.57499837,1.034,NA
AXITINIB,NILOTINIB,MCF7,6450551,644241,-1.548373925,-1.641841507,-4.99811681,-2.638862746,-2.476,antagonism
CELECOXIB,NILOTINIB,MCF7,2662,644241,0.006928331,-1.060172688,-0.50709805,-1.677822209,0.8705,NA
CHLORAMBUCIL,NILOTINIB,MCF7,2708,644241,2.78117871,2.135052346,1.535170442,1.796426868,11.259,synergy
CRIZOTINIB,NILOTINIB,MCF7,11626560,644241,-2.38207174,3.768581785,-2.723454596,2.27534327,1.5205,NA
DEXRAZOXANE,NILOTINIB,MCF7,71384,644241,-4.924413823,-5.429765079,-5.77990281,-5.747154929,-4.6835,antagonism
EXEMESTANE,NILOTINIB,MCF7,60198,644241,1.355964551,0.41667339,-0.67833414,-0.931417111,-3.6495,NA
GEFITINIB,NILOTINIB,MCF7,123631,644241,-3.028944036,2.01470723,1.639572248,1.712337437,6.515,NA
LENALIDOMIDE,NILOTINIB,MCF7,216326,644241,-1.065235366,-0.613361987,-0.092304978,-0.930440341,-2.461,antagonism
LETROZOLE,NILOTINIB,MCF7,3902,644241,0.722398924,-1.510889424,-4.097966849,-4.700357928,-0.479,NA
MEGESTROL ACETATE,NILOTINIB,MCF7,11683,644241,4.08212873,0.968384969,-11.662018,-10.13527615,2.6525,NA
MITOTANE,NILOTINIB,MCF7,4211,644241,1.313434516,-1.928207149,-5.853329684,-6.051219639,0.23475,NA
PAZOPANIB HYDROCHLORIDE,NILOTINIB,MCF7,11525740,644241,1.402684387,2.896129822,-2.163638285,-0.082980021,0.2265,NA
RUXOLITINIB,NILOTINIB,MCF7,25126798,644241,5.413462307,7.366199764,5.089297009,5.676758209,2.9535,synergy
TEMOZOLOMIDE,NILOTINIB,MCF7,5394,644241,0.391314479,1.917826377,0.479307672,-0.371469039,2.911,NA
THIOTEPA,NILOTINIB,MCF7,5453,644241,-3.702946005,0.694456449,-4.437876766,-1.892411497,0.406,NA
TRETINOIN,NILOTINIB,MCF7,444795,644241,-4.16880692,-0.031045189,-7.242234452,-2.256855967,-1.0005,antagonism
VEMURAFENIB,NILOTINIB,MCF7,42611257,644241,1.627760633,7.132022732,5.191184851,5.3559511,6.312,synergy
5-FLUORO-2'-DEOXYURIDINE,PROCARBAZINE HYDROCHLORIDE,MCF7,3363,9703,-3.799544269,-4.123434307,-18.80291626,-3.643551452,-4.9635,antagonism
5-FU,PROCARBAZINE HYDROCHLORIDE,MCF7,3385,9703,3.922397811,2.449520386,-2.320531243,3.429004104,-5.122,NA
ALLOPURINOL,PROCARBAZINE HYDROCHLORIDE,MCF7,2094,9703,-1.051113171,0.736322871,1.148937617,1.277249555,6.3415,NA
ALTRETAMINE,PROCARBAZINE HYDROCHLORIDE,MCF7,2123,9703,0.569617513,3.721216246,-1.404261827,0.269083211,7.6975,NA
ANASTROZOLE,PROCARBAZINE HYDROCHLORIDE,MCF7,2187,9703,-0.130572915,-0.052881192,-1.692284658,-1.675554291,-3.2425,antagonism
AXITINIB,PROCARBAZINE HYDROCHLORIDE,MCF7,6450551,9703,1.512045705,3.06366322,0.605437209,2.376606144,-5.418,synergy
BUSULFAN,PROCARBAZINE HYDROCHLORIDE,MCF7,2478,9703,2.240098405,4.865094782,6.148913507,6.115754722,1.9075,synergy
CELECOXIB,PROCARBAZINE HYDROCHLORIDE,MCF7,2662,9703,0.281895502,-0.002517033,-0.973640889,-0.822177378,-2.611,NA
CHEMBL277800,PROCARBAZINE HYDROCHLORIDE,MCF7,354624,9703,0.128849262,-2.7509177,-1.182952984,-3.669717919,-5.101,NA
CHLORAMBUCIL,PROCARBAZINE HYDROCHLORIDE,MCF7,2708,9703,-1.262994092,-3.982062976,-7.491303395,-3.652073132,8.3285,antagonism
CRIZOTINIB,PROCARBAZINE HYDROCHLORIDE,MCF7,11626560,9703,-0.002363837,4.130914647,-0.915876642,2.972452356,0.4135,NA
DASATINIB,PROCARBAZINE HYDROCHLORIDE,MCF7,3062316,9703,-0.76993172,-2.361991213,-0.336463531,-1.857919344,-1.2775,antagonism
DEXRAZOXANE,PROCARBAZINE HYDROCHLORIDE,MCF7,71384,9703,-5.241871317,-1.811647649,-7.576505297,-2.104123194,-6.931,antagonism
EXEMESTANE,PROCARBAZINE HYDROCHLORIDE,MCF7,60198,9703,1.038692764,2.30543611,1.121955198,1.188171333,1.929,synergy
GEFITINIB,PROCARBAZINE HYDROCHLORIDE,MCF7,123631,9703,-3.431463266,-0.101969564,-3.64443097,0.201623889,6.31,NA
LAPATINIB,PROCARBAZINE HYDROCHLORIDE,MCF7,208908,9703,-0.898231145,-3.764343125,-3.460396664,-3.487716369,-3.597,antagonism
LENALIDOMIDE,PROCARBAZINE HYDROCHLORIDE,MCF7,216326,9703,-2.178784434,3.01034382,2.626748426,2.573705222,5.103,NA
LETROZOLE,PROCARBAZINE HYDROCHLORIDE,MCF7,3902,9703,-2.565967574,-4.628062078,-2.617932809,-3.114972667,-3.9545,antagonism
MEGESTROL ACETATE,PROCARBAZINE HYDROCHLORIDE,MCF7,11683,9703,3.017975916,-8.463287787,-21.18979792,-19.37177615,-5.3705,NA
MITOTANE,PROCARBAZINE HYDROCHLORIDE,MCF7,4211,9703,-0.871391546,-3.088971976,-3.028191874,-2.768212498,-4.525,antagonism
NILOTINIB,PROCARBAZINE HYDROCHLORIDE,MCF7,644241,9703,0.594975417,-1.248808607,-3.899752434,-4.133361356,-0.522,NA
PAZOPANIB HYDROCHLORIDE,PROCARBAZINE HYDROCHLORIDE,MCF7,11525740,9703,0.436613132,1.471754142,-4.316139005,-1.496758,5.9825,NA
RUXOLITINIB,PROCARBAZINE HYDROCHLORIDE,MCF7,25126798,9703,3.655059076,6.011230255,3.811024222,4.435838444,4.6995,synergy
TEMOZOLOMIDE,PROCARBAZINE HYDROCHLORIDE,MCF7,5394,9703,-0.607461266,-5.868821683,-3.578624263,-5.833297533,-8.0155,antagonism
THALIDOMIDE,PROCARBAZINE HYDROCHLORIDE,MCF7,5426,9703,1.638588886,0.551109862,-0.792002722,-1.344315644,-0.3355,NA
THIOTEPA,PROCARBAZINE HYDROCHLORIDE,MCF7,5453,9703,-4.735873813,-4.987441963,-10.60838562,-4.934723011,-9.5165,antagonism
TRETINOIN,PROCARBAZINE HYDROCHLORIDE,MCF7,444795,9703,-5.121992825,-2.740687393,-6.558643115,-2.24132923,2.4905,antagonism
VEMURAFENIB,PROCARBAZINE HYDROCHLORIDE,MCF7,42611257,9703,-0.295080686,-2.496004577,-4.744457951,-4.5504496,-2.2775,antagonism
ZOLINZA,PROCARBAZINE HYDROCHLORIDE,MCF7,5311,9703,-4.706261457,-2.893255953,-1.852924897,-1.836010554,7.403,antagonism
5-FLUORO-2'-DEOXYURIDINE,TEMOZOLOMIDE,MCF7,3363,5394,-3.06900657,1.184180996,-24.9217647,-1.420218119,4.175,NA
